craftId,product,label,inScope,drawing,drawingStatus,flags,approved,unreviewed,rejected,refs,externals
"shirt|collar|buttonhole_thread_color_collar_band|yz-034","shirt","YZ034",no,"/images/buttonhole_thread_color_collar_band/yz034.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|collar|buttonhole_thread_color_collar_band|yz-050","shirt","YZ050",no,"/images/buttonhole_thread_color_collar_band/yz050.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|collar|buttonhole_thread_color_collar_band|yz-025","shirt","YZ025",no,"/images/buttonhole_thread_color_collar_band/yz025.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|collar|buttonhole_thread_color_collar_band|yz-041","shirt","YZ041",no,"/images/buttonhole_thread_color_collar_band/yz041.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|collar|buttonhole_thread_color_collar_band|yz-016","shirt","YZ016",no,"/images/buttonhole_thread_color_collar_band/yz016.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|collar|buttonhole_thread_color_collar_band|yz-026","shirt","YZ026",no,"/images/buttonhole_thread_color_collar_band/yz026.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|collar|buttonhole_thread_color_collar_band|yz-054","shirt","YZ054",no,"/images/buttonhole_thread_color_collar_band/yz054.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|collar|buttonhole_thread_color_collar_band|yz-037","shirt","YZ037",no,"/images/buttonhole_thread_color_collar_band/yz037.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|canvas-front|canvas|canvas-normal","shirt","Normal Craftsmanship",yes,"/images/canvas/normal-craftsmanship.jpg","drawing-unverified","DRAWING_UNCONFIRMED",1,4,0,0,0
"shirt|canvas-front|canvas|canvas-senior","shirt","Senior Craftsmanship",yes,"/images/canvas/senior-craftsmanship.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|canvas-front|canvas|canvas-top","shirt","Top Craftsmanship",yes,"/images/canvas/top-craftsmanship.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|canvas-front|canvas|canvas-none-press","shirt","None Pressing Craftsmanship",yes,"/images/techpacks/shirt/canvas/top-craftsmanship.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|canvas-front|front|front-normal","shirt","Normal (Standard)",yes,"/images/front/normal.jpg","verified-match","",1,3,0,0,0
"shirt|canvas-front|front|front-narrow-pleats","shirt","Dress Shirt Narrow Pleats",yes,"/images/front/dress-shirt-with-narrow-pleats.jpg","drawing-unverified","DRAWING_UNCONFIRMED",1,2,0,0,0
"shirt|canvas-front|front|front-wide-pleats","shirt","Dress Shirt Wide Pleats",yes,"/images/front/dress-shirt-with-wide-pleats.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|canvas-front|sleeve_head|sleeve-head-regular","shirt","Regular",yes,"/images/sleeve_head/regular.jpg","drawing-unverified","DRAWING_UNCONFIRMED",1,2,0,0,0
"shirt|placket|placket|placket-plain","shirt","Plain Placket",yes,"/images/placket/plain-placket.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO",0,4,0,0,8
"shirt|placket|placket|placket-one-piece-cuban","shirt","One Piece with Cuban Collar (Tab)",yes,"/images/placket/one-piece-with-cuban-collar-and-tab.jpg","drawing-unverified","DRAWING_UNCONFIRMED",1,2,0,0,0
"shirt|placket|placket|placket-outer","shirt","Outer Placket",yes,"/images/placket/outer-placket.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO",0,3,0,0,2
"shirt|placket|placket|placket-hidden","shirt","Hidden Placket",no,"/images/placket/hidden-placket.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO",1,4,0,0,4
"shirt|placket|placket|placket-stud-hidden-2btn","shirt","Stud Hidden Placket (2 Buttons)",yes,"/images/placket/stud-hidden-placket-with-2-buttons.jpg","verified-match","",0,4,1,0,0
"shirt|placket|placket|placket-hidden-turnup","shirt","Hidden Turn-Up Placket with Knots",yes,"/images/placket/hidden-turn-up-placket-with-knots.jpg","verified-match","",1,2,0,0,0
"shirt|placket|placket|placket-half-hidden","shirt","Half Hidden Placket",yes,"/images/blueprints/baoxiniao/shirt/REQBM/I.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,4,1,0,0
"shirt|placket|placket_width|pw-30","shirt","3.0 cm",yes,"/images/placket_width/placket-width-3cm.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_width|pw-35","shirt","3.5 cm",yes,"/images/placket_width/placket-width-35cm.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,3,0,0,0
"shirt|placket|placket_width|pw-40","shirt","4.0 cm",yes,"/images/placket_width/placket-width-4cm.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,3,0,0,0
"shirt|placket|placket_width|pw-45","shirt","4.5 cm",yes,"/images/placket_width/placket-width-45cm.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button_position|btn-6","shirt","6 Buttons",yes,"/images/placket_button_position/6-buttons-not-including-collar-button.jpg","verified-match","",1,4,0,0,0
"shirt|placket|placket_button_position|btn-7","shirt","7 Buttons",yes,"/images/placket_button_position/7-buttons-not-including-collar-button.jpg","verified-match","",0,2,0,0,0
"shirt|placket|placket_button_position|btn-8","shirt","8 Buttons",yes,"/images/placket_button_position/8-buttons-not-including-collar-button.jpg","verified-match","",0,2,0,0,0
"shirt|placket|placket_button_position|btn-9","shirt","9 Buttons",yes,"/images/placket_button_position/9-buttons-not-including-collar-button.jpg","verified-match","",0,2,0,0,0
"shirt|placket|placket_button_position|btn-5-dbl","shirt","5 Groups Double Buttons",yes,"/images/placket_button_position/5-groups-double-buttons-not-including-collar-button.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,2,0,0,0
"shirt|placket|decoration_stitching_on_placket|stitch-none","shirt","None",yes,"/images/decoration_stitching_on_collar/none.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,3,0,0,0
"shirt|placket|decoration_stitching_on_placket|stitch-01-top","shirt","Machine 0.1 cm Top Stitching",yes,"/images/blueprints/baoxiniao/shirt/GTEMS/E.jpg","drawing-unverified","DRAWING_UNCONFIRMED",1,6,0,0,0
"shirt|placket|decoration_stitching_on_placket|stitch-03-top","shirt","Machine 0.3 cm Top Stitching",yes,"/images/decoration_stitching_on_cuff/machine-03cm-top-stitching.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,3,0,0,0
"shirt|placket|decoration_stitching_on_placket|stitch-05-top","shirt","Machine 0.5 cm Top Stitching",yes,"/images/decoration_stitching_on_cuff/machine-05cm-top-stitching.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,3,0,0,0
"shirt|placket|decoration_stitching_on_placket|stitch-01-inner-plain","shirt","0.1 cm Topstitch (Inner Plain Placket)",yes,"/images/decoration_stitching_on_placket/machine-01cm-top-stitching-on-inner-plain-placket.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,6,1,0,0
"shirt|placket|decoration_stitching_color_placket|yz-match","shirt","Matching to Fabric",no,"/images/decoration_stitching_color_on_collar/matching-to-fabric.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|decoration_stitching_color_placket|yz-021","shirt","YZ021",no,"/images/buttonhole_thread_color_collar_band/yz021.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|decoration_stitching_color_placket|yz-036","shirt","YZ036",no,"/images/buttonhole_thread_color_collar_band/yz036.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|decoration_stitching_color_placket|yz-029","shirt","YZ029",no,"/images/buttonhole_thread_color_collar_band/yz029.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|decoration_stitching_color_placket|yz-024","shirt","YZ024",no,"/images/buttonhole_thread_color_collar_band/yz024.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|decoration_stitching_color_placket|yz-010","shirt","YZ010",no,"/images/buttonhole_thread_color_collar_band/yz010.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|decoration_stitching_color_placket|yz-011","shirt","YZ011",no,"/images/buttonhole_thread_color_collar_band/yz011.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|decoration_stitching_color_placket|yz-027","shirt","YZ027",no,"/images/buttonhole_thread_color_collar_band/yz027.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|decoration_stitching_color_placket|yz-040","shirt","YZ040",no,"/images/buttonhole_thread_color_collar_band/yz040.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|decoration_stitching_color_placket|yz-014","shirt","YZ014",no,"/images/buttonhole_thread_color_collar_band/yz014.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|decoration_stitching_color_placket|yz-012","shirt","YZ012",no,"/images/buttonhole_thread_color_collar_band/yz012.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|decoration_stitching_color_placket|yz-031","shirt","YZ031",no,"/images/buttonhole_thread_color_collar_band/yz031.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|decoration_stitching_color_placket|yz-032","shirt","YZ032",no,"/images/buttonhole_thread_color_collar_band/yz032.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|decoration_stitching_color_placket|yz-035","shirt","YZ035",no,"/images/buttonhole_thread_color_collar_band/yz035.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|decoration_stitching_color_placket|yz-049","shirt","YZ049",no,"/images/buttonhole_thread_color_collar_band/yz049.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|decoration_stitching_color_placket|yz-042","shirt","YZ042",no,"/images/buttonhole_thread_color_collar_band/yz042.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|decoration_stitching_color_placket|yz-018","shirt","YZ018",no,"/images/buttonhole_thread_color_collar_band/yz018.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|decoration_stitching_color_placket|yz-030","shirt","YZ030",no,"/images/buttonhole_thread_color_collar_band/yz030.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|decoration_stitching_color_placket|yz-022","shirt","YZ022",no,"/images/buttonhole_thread_color_collar_band/yz022.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|decoration_stitching_color_placket|yz-028","shirt","YZ028",no,"/images/buttonhole_thread_color_collar_band/yz028.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|decoration_stitching_color_placket|yz-008","shirt","YZ008",no,"/images/buttonhole_thread_color_collar_band/yz008.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|decoration_stitching_color_placket|yz-053","shirt","YZ053",no,"/images/buttonhole_thread_color_collar_band/yz053.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|decoration_stitching_color_placket|yz-015","shirt","YZ015",no,"/images/buttonhole_thread_color_collar_band/yz015.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|decoration_stitching_color_placket|yz-019","shirt","YZ019",no,"/images/buttonhole_thread_color_collar_band/yz019.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|decoration_stitching_color_placket|yz-045","shirt","YZ045",no,"/images/buttonhole_thread_color_collar_band/yz045.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|decoration_stitching_color_placket|yz-017","shirt","YZ017",no,"/images/buttonhole_thread_color_collar_band/yz017.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|decoration_stitching_color_placket|yz-034","shirt","YZ034",no,"/images/buttonhole_thread_color_collar_band/yz034.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|decoration_stitching_color_placket|yz-050","shirt","YZ050",no,"/images/buttonhole_thread_color_collar_band/yz050.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|decoration_stitching_color_placket|yz-025","shirt","YZ025",no,"/images/buttonhole_thread_color_collar_band/yz025.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|decoration_stitching_color_placket|yz-041","shirt","YZ041",no,"/images/buttonhole_thread_color_collar_band/yz041.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|decoration_stitching_color_placket|yz-016","shirt","YZ016",no,"/images/buttonhole_thread_color_collar_band/yz016.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|decoration_stitching_color_placket|yz-026","shirt","YZ026",no,"/images/buttonhole_thread_color_collar_band/yz026.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|decoration_stitching_color_placket|yz-054","shirt","YZ054",no,"/images/buttonhole_thread_color_collar_band/yz054.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|decoration_stitching_color_placket|yz-037","shirt","YZ037",no,"/images/buttonhole_thread_color_collar_band/yz037.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-SZ24-FKE71604","shirt","SZ24/FKE71604",yes,"/images/placket_button/sz24fke71604.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-SZ29-FKE71605","shirt","SZ29/FKE71605",yes,"/images/placket_button/sz29fke71605.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-SZ176-FKE71607","shirt","SZ176/FKE71607",yes,"/images/placket_button/sz176fke71607.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-SZ163-FKE71611","shirt","SZ163/FKE71611",yes,"/images/placket_button/sz163fke71611.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-SZ162-FKE71612","shirt","SZ162/FKE71612",yes,"/images/placket_button/sz162fke71612.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-NJ164-FKE71613","shirt","NJ164/FKE71613",yes,"/images/placket_button/nj164fke71613.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-NJ165-FKE71614","shirt","NJ165/FKE71614",yes,"/images/placket_button/nj165fke71614.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-GS149-FKE71619","shirt","GS149/FKE71619",yes,"/images/placket_button/gs149fke71619.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-BK142-FKE71624","shirt","BK142/FKE71624",yes,"/images/placket_button/bk142fke71624.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-BK133-FKE71625","shirt","BK133/FKE71625",yes,"/images/placket_button/bk133fke71625.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-BK134-FKE71627","shirt","BK134/FKE71627",yes,"/images/placket_button/bk134fke71627.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-BK143-FKE71628","shirt","BK143/FKE71628",yes,"/images/placket_button/bk143fke71628.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-BK127-FKE71629","shirt","BK127/FKE71629",yes,"/images/placket_button/bk127fke71629.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-BK128-FKE71630","shirt","BK128/FKE71630",yes,"/images/placket_button/bk128fke71630.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-BK130-FKE71631","shirt","BK130/FKE71631",yes,"/images/placket_button/bk130fke71631.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-JS114-FKE71641","shirt","JS114/FKE71641",yes,"/images/placket_button/js114fke71641.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-JS115-FKE71642","shirt","JS115/FKE71642",yes,"/images/placket_button/js115fke71642.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-JS116-FKE71643","shirt","JS116/FKE71643",yes,"/images/placket_button/js116fke71643.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-JS117-FKE71644","shirt","JS117/FKE71644",yes,"/images/placket_button/js117fke71644.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-TC166-FKE71645","shirt","TC166/FKE71645",yes,"/images/placket_button/tc166fke71645.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-TC168-FKE71646","shirt","TC168/FKE71646",yes,"/images/placket_button/tc168fke71646.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-TC167-FKE71647","shirt","TC167/FKE71647",yes,"/images/placket_button/tc167fke71647.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-TC169-FKE71648","shirt","TC169/FKE71648",yes,"/images/placket_button/tc169fke71648.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-BK136-FKE71650","shirt","BK136/FKE71650",yes,"/images/placket_button/bk136fke71650.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-BK23-FKE71651","shirt","BK23/FKE71651",yes,"/images/placket_button/bk23fke71651.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-BK137-FKE71652","shirt","BK137/FKE71652",yes,"/images/placket_button/bk137fke71652.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-BK138-FKE71654","shirt","BK138/FKE71654",yes,"/images/placket_button/bk138fke71654.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-BK141-FKE71655","shirt","BK141/FKE71655",yes,"/images/placket_button/bk141fke71655.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-BK144-FKE71657","shirt","BK144/FKE71657",yes,"/images/placket_button/bk144fke71657.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-BK145-FKE71658","shirt","BK145/FKE71658",yes,"/images/placket_button/bk145fke71658.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-BK148-FKE71659","shirt","BK148/FKE71659",yes,"/images/placket_button/bk148fke71659.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-BK146-FKE71660","shirt","BK146/FKE71660",yes,"/images/placket_button/bk146fke71660.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-BK147-FKE71661","shirt","BK147/FKE71661",yes,"/images/placket_button/bk147fke71661.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-BK140-FKE71663","shirt","BK140/FKE71663",yes,"/images/placket_button/bk140fke71663.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-matching","shirt","Matching",yes,"/images/placket_button/matching.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-BK218-FK762472","shirt","BK218/FK762472",yes,"/images/placket_button/bk218fk762472.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-customer-fabric","shirt","Customer Fabric",yes,"/images/placket_button/customer-fabric.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-SZ30-FK3316C1","shirt","SZ30/FK3316C1",yes,"/images/placket_button/sz30fk3316c1.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-SZ161-FK3316C3","shirt","SZ161/FK3316C3",yes,"/images/placket_button/sz161fk3316c3.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-SZ174-FK3316C6","shirt","SZ174/FK3316C6",yes,"/images/placket_button/sz174fk3316c6.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-SZ175-FK3316C7","shirt","SZ175/FK3316C7",yes,"/images/placket_button/sz175fk3316c7.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-BK139-FK451616","shirt","BK139/FK451616",yes,"/images/placket_button/bk139fk451616.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-BK21-FKE01611","shirt","BK21/FKE01611",yes,"/images/placket_button/bk21fke01611.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-SZ173-FKE01613","shirt","SZ173/FKE01613",yes,"/images/placket_button/sz173fke01613.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-SZ25-FKE01615","shirt","SZ25/FKE01615",yes,"/images/placket_button/sz25fke01615.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-SZ26-FKE01627","shirt","SZ26/FKE01627",yes,"/images/placket_button/sz26fke01627.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-SZ156-FKE01631","shirt","SZ156/FKE01631",yes,"/images/placket_button/sz156fke01631.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-SZ155-FKE01633","shirt","SZ155/FKE01633",yes,"/images/placket_button/sz155fke01633.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-JZ171-FKE01637","shirt","JZ171/FKE01637",yes,"/images/placket_button/jz171fke01637.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-JZ172-FKE01638","shirt","JZ172/FKE01638",yes,"/images/placket_button/jz172fke01638.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-JZ170-FKE01639","shirt","JZ170/FKE01639",yes,"/images/placket_button/jz170fke01639.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-BK135-FKE01647","shirt","BK135/FKE01647",yes,"/images/placket_button/bk135fke01647.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-SZ27-FKE01654","shirt","SZ27/FKE01654",yes,"/images/placket_button/sz27fke01654.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-SZ28-FKE01656","shirt","SZ28/FKE01656",yes,"/images/placket_button/sz28fke01656.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-SZ151-FKE01663","shirt","SZ151/FKE01663",yes,"/images/placket_button/sz151fke01663.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-BK22-FKE01677","shirt","BK22/FKE01677",yes,"/images/placket_button/bk22fke01677.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-SZ150-FKE10521","shirt","SZ150/FKE10521",yes,"/images/placket_button/sz150fke10521.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|placket_button|pb-customer-button","shirt","Customer Button",yes,"/images/placket_button/customer-button.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|buttonhole_thread_color_placket|yz-match","shirt","Matching to Fabric",no,"/images/decoration_stitching_color_on_collar/matching-to-fabric.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|buttonhole_thread_color_placket|yz-021","shirt","YZ021",no,"/images/buttonhole_thread_color_collar_band/yz021.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|buttonhole_thread_color_placket|yz-036","shirt","YZ036",no,"/images/buttonhole_thread_color_collar_band/yz036.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|buttonhole_thread_color_placket|yz-029","shirt","YZ029",no,"/images/buttonhole_thread_color_collar_band/yz029.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|buttonhole_thread_color_placket|yz-024","shirt","YZ024",no,"/images/buttonhole_thread_color_collar_band/yz024.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|buttonhole_thread_color_placket|yz-010","shirt","YZ010",no,"/images/buttonhole_thread_color_collar_band/yz010.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|buttonhole_thread_color_placket|yz-011","shirt","YZ011",no,"/images/buttonhole_thread_color_collar_band/yz011.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|buttonhole_thread_color_placket|yz-027","shirt","YZ027",no,"/images/buttonhole_thread_color_collar_band/yz027.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|buttonhole_thread_color_placket|yz-040","shirt","YZ040",no,"/images/buttonhole_thread_color_collar_band/yz040.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|buttonhole_thread_color_placket|yz-014","shirt","YZ014",no,"/images/buttonhole_thread_color_collar_band/yz014.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|buttonhole_thread_color_placket|yz-012","shirt","YZ012",no,"/images/buttonhole_thread_color_collar_band/yz012.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"shirt|placket|buttonhole_thread_color_placket|yz-031","shirt","YZ031",no,"/images/buttonhole_thread_color_collar_band/yz031.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
